State,County,CD #,"CD Pop. in County","% of County in CD"
PA,Northumberland,12,"59,064",62.50%
PA,Perry,12,"45,969",100.00%
PA,Philadelphia,2,"705,688",46.20%
PA,Philadelphia,3,"705,688",46.20%
PA,Philadelphia,5,"114,630",7.50%
PA,Pike,8,"57,369",100.00%
PA,Potter,12,"17,457",100.00%
PA,Schuylkill,9,"148,289",100.00%
PA,Snyder,12,"39,702",100.00%
PA,Somerset,13,"77,742",100.00%
PA,Sullivan,12,"6,428",100.00%
PA,Susquehanna,12,"43,356",100.00%
PA,Tioga,12,"41,981",100.00%
PA,Union,12,"44,947",100.00%
PA,Venango,15,"54,984",100.00%
PA,Warren,15,"41,815",100.00%
PA,Washington,14,"207,820",100.00%
PA,Wayne,8,"52,822",100.00%
PA,Westmoreland,13,"42,593",11.70%
PA,Westmoreland,14,"322,576",88.30%
PA,Wyoming,12,"28,276",100.00%
PA,York,10,"248,729",57.20%
PA,York,11,"186,243",42.80%
RI,Bristol,1,"49,875",100.00%
RI,Kent,2,"166,158",100.00%
RI,Newport,1,"82,888",100.00%
RI,Providence,1,"393,520",62.80%
RI,Providence,2,"233,147",37.20%
RI,Washington,2,"126,979",100.00%
SC,Abbeville,3,"25,417",100.00%
SC,Aiken,2,"160,099",100.00%
SC,Allendale,6,"10,419",100.00%
SC,Anderson,3,"187,126",100.00%
SC,Bamberg,6,"15,987",100.00%
SC,Barnwell,2,"22,621",100.00%
SC,Beaufort,1,"148,174",91.30%
SC,Beaufort,6,"14,059",8.70%
SC,Berkeley,1,"149,751",84.20%
SC,Berkeley,6,"28,092",15.80%
SC,Calhoun,6,"15,175",100.00%
SC,Charleston,1,"245,876",70.20%
SC,Charleston,6,"104,333",29.80%
SC,Cherokee,5,"55,342",100.00%
SC,Chester,5,"33,140",100.00%
SC,Chesterfield,7,"46,734",100.00%
SC,Clarendon,6,"34,971",100.00%
SC,Colleton,1,529,1.40%
SC,Colleton,6,"38,363",98.60%
SC,Darlington,7,"68,681",100.00%
SC,Dillon,7,"32,062",100.00%
SC,Dorchester,1,"116,436",85.30%
SC,Dorchester,6,"20,119",14.70%
SC,Edgefield,3,"26,985",100.00%
SC,Fairfield,5,"23,956",100.00%
SC,Florence,6,"15,039",11.00%
SC,Florence,7,"121,846",89.00%
SC,Georgetown,7,"60,158",100.00%
SC,Greenville,3,"54,952",12.20%
SC,Greenville,4,"396,273",87.80%
SC,Greenwood,3,"69,661",100.00%
SC,Hampton,6,"21,090",100.00%
SC,Horry,7,"269,291",100.00%
SC,Jasper,6,"24,777",100.00%
SC,Kershaw,5,"61,697",100.00%
SC,Lancaster,5,"76,652",100.00%
SC,Laurens,3,"66,537",100.00%
SC,Lee,5,"19,220",100.00%
SC,Lexington,2,"262,391",100.00%
SC,McCormick,3,"10,233",100.00%
SC,Marion,7,"33,062",100.00%
SC,Marlboro,7,"28,933",100.00%
SC,Newberry,3,"6,484",17.30%
SC,Newberry,5,"31,024",82.70%
SC,Oconee,3,"74,273",100.00%
SC,Orangeburg,2,"20,438",22.10%
SC,Orangeburg,6,"72,063",77.90%
SC,Pickens,3,"119,224",100.00%
SC,Richland,2,"195,217",50.80%
SC,Richland,6,"189,287",49.20%
SC,Saluda,3,"19,875",100.00%
SC,Spartanburg,4,"264,493",93.00%
SC,Spartanburg,5,"19,814",7.00%
SC,Sumter,5,"84,887",79.00%
SC,Sumter,6,"22,569",21.00%
SC,Union,5,"28,961",100.00%
SC,Williamsburg,6,"34,423",100.00%
SC,York,5,"226,073",100.00%
SD,Aurora,1,"2,710",100.00%
SD,Beadle,1,"17,398",100.00%
SD,Bennett,1,"3,431",100.00%
SD,Bon Homme,1,"7,070",100.00%
SD,Brookings,1,"31,965",100.00%
SD,Brown,1,"36,531",100.00%
SD,Brule,1,"5,255",100.00%
SD,Buffalo,1,"1,912",100.00%
SD,Butte,1,"10,110",100.00%
SD,Campbell,1,"1,466",100.00%
SD,Charles Mix,1,"9,129",100.00%
SD,Clark,1,"3,691",100.00%
SD,Clay,1,"13,864",100.00%
SD,Codington,1,"27,227",100.00%
SD,Corson,1,"4,050",100.00%
SD,Custer,1,"8,216",100.00%
SD,Davison,1,"19,504",100.00%
SD,Day,1,"5,710",100.00%
SD,Deuel,1,"4,364",100.00%
SD,Dewey,1,"5,301",100.00%
SD,Douglas,1,"3,002",100.00%
SD,Edmunds,1,"4,071",100.00%
SD,Fall River,1,"7,094",100.00%
SD,Faulk,1,"2,364",100.00%
SD,Grant,1,"7,356",100.00%
SD,Gregory,1,"4,271",100.00%
SD,Haakon,1,"1,937",100.00%
SD,Hamlin,1,"5,903",100.00%
SD,Hand,1,"3,431",100.00%
SD,Hanson,1,"3,331",100.00%
SD,Harding,1,"1,255",100.00%
SD,Hughes,1,"17,022",100.00%
SD,Hutchinson,1,"7,343",100.00%
SD,Hyde,1,"1,420",100.00%
SD,Jackson,1,"3,031",100.00%
SD,Jerauld,1,"2,071",100.00%
SD,Jones,1,"1,006",100.00%
SD,Kingsbury,1,"5,148",100.00%
SD,Lake,1,"11,200",100.00%
SD,Lawrence,1,"24,097",100.00%
SD,Lincoln,1,"44,828",100.00%
SD,Lyman,1,"3,755",100.00%
SD,McCook,1,"5,618",100.00%
SD,McPherson,1,"2,459",100.00%
SD,Marshall,1,"4,656",100.00%
SD,Meade,1,"25,434",100.00%
SD,Mellette,1,"2,048",100.00%
SD,Miner,1,"2,389",100.00%
SD,Minnehaha,1,"169,468",100.00%
SD,Moody,1,"6,486",100.00%
SD,Oglala Lakota,1,"13,586",100.00%
SD,Pennington,1,"100,948",100.00%
SD,Perkins,1,"2,982",100.00%
SD,Potter,1,"2,329",100.00%
SD,Roberts,1,"10,149",100.00%
SD,Sanborn,1,"2,355",100.00%
SD,Spink,1,"6,415",100.00%
SD,Stanley,1,"2,966",100.00%
SD,Sully,1,"1,373",100.00%
SD,Todd,1,"9,612",100.00%
SD,Tripp,1,"5,644",100.00%
SD,Turner,1,"8,347",100.00%
SD,Union,1,"14,399",100.00%
SD,Walworth,1,"5,438",100.00%
SD,Yankton,1,"22,438",100.00%
SD,Ziebach,1,"2,801",100.00%
TN,Anderson,3,"75,129",100.00%
TN,Bedford,4,"45,058",100.00%
TN,Benton,7,"16,394",99.40%
TN,Benton,8,95,0.60%
TN,Bledsoe,4,"12,876",100.00%
TN,Blount,2,"123,010",100.00%
TN,Bradley,3,"27,518",27.80%
TN,Bradley,4,"71,445",72.20%
TN,Campbell,2,"5,816",14.30%
TN,Campbell,3,"34,900",85.70%
TN,Cannon,6,"13,801",100.00%
TN,Carroll,8,"28,522",100.00%
TN,Carter,1,"57,424",100.00%
TN,Cheatham,5,"28,780",73.60%
TN,Cheatham,6,"10,325",26.40%
TN,Chester,7,"17,131",100.00%
TN,Claiborne,2,"32,213",100.00%
TN,Clay,6,"7,861",100.00%
TN,Cocke,1,"35,662",100.00%
TN,Coffee,6,"52,796",100.00%
TN,Crockett,8,"14,586",100.00%
TN,Cumberland,6,"56,053",100.00%
TN,Davidson,5,"626,681",100.00%
TN,Decatur,7,"11,757",100.00%
TN,DeKalb,6,"18,723",100.00%
TN,Dickson,5,"49,666",100.00%
TN,Dyer,8,"38,335",100.00%
TN,Fayette,8,"38,413",100.00%
TN,Fentress,6,"17,959",100.00%
TN,Franklin,4,"41,052",100.00%
TN,Gibson,8,"49,683",100.00%
TN,Giles,7,"29,485",100.00%
TN,Grainger,2,"22,657",100.00%
TN,Greene,1,"68,831",100.00%
TN,Grundy,4,"13,703",100.00%
TN,Hamblen,1,"62,544",100.00%
TN,Hamilton,3,"336,463",100.00%
TN,Hancock,1,"6,819",100.00%
TN,Hardeman,7,"27,253",100.00%
TN,Hardin,7,"26,026",100.00%
TN,Hawkins,1,"56,833",100.00%
TN,Haywood,8,"18,787",100.00%
TN,Henderson,7,"27,769",100.00%
TN,Henry,8,"32,330",100.00%
TN,Hickman,7,"24,690",100.00%
TN,Houston,7,"8,426",100.00%
TN,Humphreys,7,"18,538",100.00%
TN,Jackson,6,"11,638",100.00%
TN,Jefferson,1,"10,762",20.90%
TN,Jefferson,2,"40,645",79.10%
TN,Johnson,1,"18,244",100.00%
TN,Knox,2,"432,226",100.00%
TN,Lake,8,"7,832",100.00%
TN,Lauderdale,8,"27,815",100.00%
TN,Lawrence,7,"41,869",100.00%
TN,Lewis,7,"12,161",100.00%
TN,Lincoln,4,"33,361",100.00%
TN,Loudon,2,"48,556",100.00%
TN,McMinn,3,"52,266",100.00%
TN,McNairy,7,"26,075",100.00%
TN,Macon,6,"22,248",100.00%
TN,Madison,8,"98,294",100.00%
TN,Marion,4,"28,237",100.00%
TN,Marshall,4,"30,617",100.00%
TN,Maury,4,"57,180",70.60%
TN,Maury,7,"23,776",29.40%
TN,Meigs,4,"11,753",100.00%
TN,Monroe,3,"44,519",100.00%
TN,Montgomery,7,"172,331",100.00%
TN,Moore,4,"6,362",100.00%
TN,Morgan,3,"21,987",100.00%
TN,Obion,8,"31,807",100.00%
TN,Overton,6,"22,083",100.00%
TN,Perry,7,"7,915",100.00%
TN,Pickett,6,"5,077",100.00%
TN,Polk,3,"16,825",100.00%
TN,Putnam,6,"72,321",100.00%
TN,Rhea,4,"31,809",100.00%
TN,Roane,3,"54,181",100.00%
TN,Robertson,6,"66,283",100.00%
TN,Rutherford,4,"262,604",100.00%
TN,Scott,3,"22,228",100.00%
TN,Sequatchie,4,"14,112",100.00%
TN,Sevier,1,"89,889",100.00%
TN,Shelby,8,"222,521",24.00%
TN,Shelby,9,"705,123",76.00%
TN,Smith,6,"19,166",100.00%
TN,Stewart,7,"13,324",100.00%
TN,Sullivan,1,"156,823",100.00%
TN,Sumner,6,"160,645",100.00%
TN,Tipton,8,"61,081",100.00%
TN,Trousdale,6,"7,870",100.00%
TN,Unicoi,1,"18,313",100.00%
TN,Union,3,"19,109",100.00%
TN,Van Buren,4,"5,112",92.10%
TN,Van Buren,6,436,7.90%
TN,Warren,4,"39,839",100.00%
TN,Washington,1,"122,979",100.00%
TN,Wayne,7,"17,021",100.00%
TN,Weakley,8,"35,021",100.00%
TN,White,6,"25,841",100.00%
TN,Williamson,7,"183,182",100.00%
TN,Wilson,6,"113,993",100.00%
TX,Anderson,5,"58,458",100.00%
TX,Andrews,11,"14,786",100.00%
TX,Angelina,1,"86,771",100.00%
TX,Aransas,27,"23,158",100.00%
TX,Archer,13,"9,054",100.00%
TX,Armstrong,13,"1,901",100.00%
TX,Atascosa,28,"44,911",100.00%
TX,Austin,10,"28,417",100.00%
TX,Bailey,19,"7,165",100.00%
TX,Bandera,21,"20,485",100.00%
TX,Bastrop,10,"43,410",58.50%
TX,Bastrop,17,812,1.10%
TX,Bastrop,27,"29,949",40.40%
TX,Baylor,13,"3,726",100.00%
TX,Bee,34,"31,861",100.00%
TX,Bell,25,"34,427",11.10%
TX,Bell,31,"275,808",88.90%
TX,Bexar,20,"698,488",40.70%
TX,Bexar,21,"253,319",14.80%
TX,Bexar,23,"275,373",16.10%
TX,Bexar,28,"158,356",9.20%
TX,Bexar,35,"329,237",19.20%
TX,Blanco,21,"10,497",100.00%
TX,Borden,19,641,100.00%
TX,Bosque,25,"18,212",100.00%
TX,Bowie,4,"92,565",100.00%
TX,Brazoria,14,"154,890",49.50%
TX,Brazoria,22,"158,276",50.50%
TX,Brazos,17,"194,851",100.00%
TX,Brewster,23,"9,232",100.00%
TX,Briscoe,13,"1,637",100.00%
TX,Brooks,15,"7,223",100.00%
TX,Brown,11,"38,106",100.00%
TX,Burleson,17,"17,187",100.00%
TX,Burnet,25,"42,750",100.00%
TX,Caldwell,27,"20,233",53.20%
TX,Caldwell,35,"17,833",46.80%
TX,Calhoun,27,"21,381",100.00%
TX,Callahan,11,"13,544",100.00%
TX,Cameron,34,"406,220",100.00%
TX,Camp,4,"12,401",100.00%
TX,Carson,13,"6,182",100.00%
TX,Cass,4,"30,464",100.00%
TX,Castro,19,"8,062",100.00%
TX,Chambers,36,"35,096",100.00%
TX,Cherokee,5,"50,845",100.00%
TX,Childress,13,"7,041",100.00%
TX,Clay,13,"10,752",100.00%
TX,Cochran,19,"3,127",100.00%
TX,Coke,11,"3,320",100.00%
TX,Coleman,11,"8,895",100.00%
TX,Collin,3,"698,488",89.30%
TX,Collin,4,"36,196",4.60%
TX,Collin,32,"47,657",6.10%
TX,Collingsworth,13,"3,057",100.00%
TX,Colorado,10,"20,874",100.00%
TX,Comal,21,"77,344",71.30%
TX,Comal,35,"31,128",28.70%
TX,Comanche,11,"13,974",100.00%
TX,Concho,11,"4,087",100.00%
TX,Cooke,13,"38,437",100.00%
TX,Coryell,25,"75,388",100.00%
TX,Cottle,13,"1,505",100.00%
TX,Crane,23,"4,375",100.00%
TX,Crockett,23,"3,719",100.00%
TX,Crosby,19,"6,059",100.00%
TX,Culberson,23,"2,398",100.00%
TX,Dallam,13,"6,703",100.00%
TX,Dallas,5,"328,522",13.90%
TX,Dallas,24,"330,826",14.00%
TX,Dallas,26,841,0.00%
TX,Dallas,30,"698,487",29.50%
TX,Dallas,32,"650,831",27.50%
TX,Dallas,33,"358,632",15.10%
TX,Dawson,11,"13,833",100.00%
TX,Deaf Smith,13,"19,372",100.00%
TX,Delta,4,"5,231",100.00%
TX,Denton,24,"112,782",17.00%
TX,Denton,26,"549,832",83.00%
TX,DeWitt,34,"20,097",100.00%
TX,Dickens,13,"2,444",100.00%
TX,Dimmit,23,"9,996",100.00%
TX,Donley,13,"3,677",100.00%
TX,Duval,15,"11,782",100.00%
TX,Eastland,11,"18,583",100.00%
TX,Ector,11,"137,130",100.00%
TX,Edwards,23,"2,002",100.00%
TX,Ellis,6,"149,610",100.00%
TX,El Paso,16,"698,488",87.20%
TX,El Paso,23,"102,159",12.80%
TX,Erath,11,"20,356",53.70%
TX,Erath,25,"17,534",46.30%
TX,Falls,17,"17,866",100.00%
TX,Fannin,4,"33,915",100.00%
TX,Fayette,10,"24,554",100.00%
TX,Fisher,19,"3,974",100.00%
TX,Floyd,13,"2,655",41.20%
TX,Floyd,19,"3,791",58.80%
TX,Foard,13,"1,336",100.00%
TX,Fort Bend,9,"145,911",24.90%
TX,Fort Bend,22,"439,464",75.10%
TX,Franklin,4,"10,605",100.00%
TX,Freestone,17,"19,816",100.00%
TX,Frio,23,"17,217",100.00%
TX,Gaines,19,"17,526",100.00%
TX,Galveston,14,"291,309",100.00%
TX,Garza,19,"6,461",100.00%
TX,Gillespie,21,"24,837",100.00%
TX,Glasscock,11,"1,226",100.00%
TX,Goliad,34,"7,210",100.00%
TX,Gonzales,27,"13,668",69.00%
TX,Gonzales,34,"6,139",31.00%
TX,Gray,13,"22,535",100.00%
TX,Grayson,4,"120,877",100.00%
TX,Gregg,1,"121,730",100.00%
TX,Grimes,8,"26,604",100.00%
TX,Guadalupe,15,"108,688",82.60%
TX,Guadalupe,35,"22,845",17.40%
TX,Hale,19,"36,273",100.00%
TX,Hall,13,"3,353",100.00%
TX,Hamilton,25,"8,517",100.00%
TX,Hansford,13,"5,613",100.00%
TX,Hardeman,13,"4,139",100.00%
TX,Hardin,36,"54,635",100.00%
TX,Harris,2,"698,488",17.10%
TX,Harris,7,"698,488",17.10%
TX,Harris,8,"63,087",1.50%
TX,Harris,9,"552,581",13.50%
TX,Harris,10,"248,136",6.10%
TX,Harris,18,"698,488",17.10%
TX,Harris,22,"100,760",2.50%
TX,Harris,29,"698,488",17.10%
TX,Harris,36,"333,943",8.20%
TX,Harrison,1,"65,631",100.00%
TX,Hartley,13,"6,062",100.00%
TX,Haskell,19,"5,899",100.00%
TX,Hays,21,"36,368",23.10%
TX,Hays,25,"38,920",24.80%
TX,Hays,35,"81,819",52.10%
TX,Hemphill,13,"3,807",100.00%
TX,Henderson,5,"78,532",100.00%
TX,Hidalgo,15,"534,952",69.00%
TX,Hidalgo,28,"128,731",16.60%
TX,Hidalgo,34,"111,086",14.30%
TX,Hill,25,"35,089",100.00%
TX,Hockley,19,"22,935",100.00%
TX,Hood,11,"51,182",100.00%
TX,Hopkins,4,"35,161",100.00%
TX,Houston,8,"23,732",100.00%
TX,Howard,19,"35,012",100.00%
TX,Hudspeth,23,"3,476",100.00%
TX,Hunt,4,"86,129",100.00%
TX,Hutchinson,13,"22,150",100.00%
TX,Irion,11,"1,599",100.00%
TX,Jack,13,"9,044",100.00%
TX,Jackson,27,"14,075",100.00%
TX,Jasper,36,"35,710",100.00%
TX,Jeff Davis,23,"2,342",100.00%
TX,Jefferson,14,"252,273",100.00%
TX,Jim Hogg,15,"5,300",100.00%
TX,Jim Wells,34,"40,838",100.00%
TX,Johnson,25,"150,934",100.00%
TX,Jones,19,"20,202",100.00%
TX,Karnes,15,"14,824",100.00%
TX,Kaufman,5,"103,350",100.00%
TX,Kendall,21,"33,410",100.00%
TX,Kenedy,34,416,100.00%
TX,Kent,19,808,100.00%
TX,Kerr,21,"49,625",100.00%
TX,Kimble,11,"4,607",100.00%
TX,King,13,286,100.00%
TX,Kinney,23,"3,598",100.00%
TX,Kleberg,34,"32,061",100.00%
TX,Knox,13,"3,719",100.00%
TX,Lamar,4,"49,793",100.00%
TX,Lamb,19,"13,977",100.00%
TX,Lampasas,25,"19,677",100.00%
TX,La Salle,23,"5,123",74.40%
TX,La Salle,28,"1,763",25.60%
TX,Lavaca,27,"19,263",100.00%
TX,Lee,10,"11,856",71.40%
TX,Lee,17,"4,756",28.60%
TX,Leon,8,"6,825",40.60%
TX,Leon,17,"9,976",59.40%
TX,Liberty,36,"75,643",100.00%
TX,Limestone,17,"23,384",100.00%
TX,Lipscomb,13,"3,302",100.00%
TX,Live Oak,15,"11,531",100.00%
TX,Llano,11,"19,301",100.00%
TX,Loving,23,82,100.00%
TX,Lubbock,19,"278,831",100.00%
TX,Lynn,19,"5,915",100.00%
TX,McCulloch,11,"8,283",100.00%
TX,McLennan,17,"234,906",100.00%
TX,McMullen,28,707,100.00%
TX,Madison,8,"13,664",100.00%
TX,Marion,4,"10,546",100.00%
TX,Martin,11,"4,799",100.00%
TX,Mason,11,"4,012",100.00%
TX,Matagorda,27,"36,702",100.00%
TX,Maverick,23,"54,258",100.00%
TX,Medina,23,"46,006",100.00%
TX,Menard,11,"2,242",100.00%
TX,Midland,11,"136,872",100.00%
TX,Milam,17,"24,757",100.00%
TX,Mills,11,"4,936",100.00%
TX,Mitchell,11,"9,403",100.00%
TX,Montague,13,"19,719",100.00%
TX,Montgomery,8,"455,746",100.00%
TX,Moore,13,"21,904",100.00%
TX,Morris,4,"12,934",100.00%
TX,Motley,13,"1,210",100.00%
TX,Nacogdoches,1,"64,524",100.00%
TX,Navarro,6,"47,735",100.00%
TX,Newton,36,"14,445",100.00%
TX,Nolan,19,"15,216",100.00%
TX,Nueces,27,"340,223",100.00%
TX,Ochiltree,13,"10,223",100.00%
TX,Oldham,13,"2,052",100.00%
TX,Orange,36,"81,837",100.00%
TX,Palo Pinto,11,"28,111",100.00%
TX,Panola,1,"23,796",100.00%
TX,Parker,12,"116,927",100.00%
TX,Parmer,19,"10,269",100.00%
TX,Pecos,23,"15,507",100.00%
TX,Polk,36,"45,413",100.00%
TX,Potter,13,"121,073",100.00%
TX,Presidio,23,"7,818",100.00%
TX,Rains,4,"10,914",100.00%
TX,Randall,13,"120,725",100.00%
TX,Reagan,23,"3,367",100.00%
TX,Real,21,"3,309",100.00%
TX,Red River,4,"12,860",100.00%
TX,Reeves,23,"13,783",100.00%
TX,Refugio,27,"7,383",100.00%
TX,Roberts,13,929,100.00%
TX,Robertson,17,"16,622",100.00%
TX,Rockwall,4,"78,337",100.00%
TX,Runnels,11,"10,501",100.00%
TX,Rusk,1,"53,330",100.00%
TX,Sabine,1,"10,834",100.00%
TX,San Augustine,1,"8,865",100.00%
TX,San Jacinto,8,"26,384",100.00%
TX,San Patricio,27,"44,379",68.50%
TX,San Patricio,34,"20,425",31.50%
TX,San Saba,11,"6,131",100.00%
TX,Schleicher,23,"3,461",100.00%
TX,Scurry,19,"16,921",100.00%
TX,Shackelford,19,"3,378",100.00%
TX,Shelby,1,"25,448",100.00%
TX,Sherman,13,"3,034",100.00%
TX,Smith,1,"209,714",100.00%
TX,Somervell,25,"8,490",100.00%
TX,Starr,28,"60,968",100.00%
TX,Stephens,11,"7,302",75.80%
TX,Stephens,19,"2,328",24.20%
TX,Sterling,11,"1,143",100.00%
TX,Stonewall,19,"1,490",100.00%
TX,Sutton,23,"4,128",100.00%
TX,Swisher,13,"7,854",100.00%
TX,Tarrant,6,"501,159",27.70%
TX,Tarrant,12,"558,251",30.90%
TX,Tarrant,24,"254,894",14.10%
TX,Tarrant,25,"7,065",0.40%
TX,Tarrant,26,"147,815",8.20%
TX,Tarrant,33,"339,850",18.80%
TX,Taylor,19,"131,506",100.00%
TX,Terrell,23,984,100.00%
TX,Terry,19,"12,651",100.00%
TX,Throckmorton,19,"1,641",100.00%
TX,Titus,4,"32,334",100.00%
TX,Tom Green,11,"110,224",100.00%
TX,Travis,10,"244,317",23.90%
TX,Travis,17,"133,554",13.00%
TX,Travis,21,"189,294",18.50%
TX,Travis,25,"241,475",23.60%
TX,Travis,35,"215,626",21.10%
TX,Trinity,8,"14,585",100.00%
TX,Tyler,36,"21,766",100.00%
TX,Upshur,1,"12,083",30.70%
TX,Upshur,4,"27,226",69.30%
TX,Upton,23,"3,355",100.00%
TX,Uvalde,23,"26,405",100.00%
TX,Val Verde,23,"48,879",100.00%
TX,Van Zandt,5,"52,579",100.00%
TX,Victoria,27,"86,793",100.00%
TX,Walker,8,"67,861",100.00%
TX,Waller,10,"43,205",100.00%
TX,Ward,23,"10,658",100.00%
TX,Washington,10,"33,718",100.00%
TX,Webb,28,"250,304",100.00%
TX,Wharton,27,"41,280",100.00%
TX,Wheeler,13,"5,410",100.00%
TX,Wichita,13,"131,500",100.00%
TX,Wilbarger,13,"13,535",100.00%
TX,Willacy,34,"22,134",100.00%
TX,Williamson,10,2,0.00%
TX,Williamson,31,"422,677",100.00%
TX,Wilson,15,"4,188",9.80%
TX,Wilson,28,"38,730",90.20%
TX,Winkler,23,"7,110",100.00%
TX,Wise,12,"23,296",39.40%
TX,Wise,13,"35,831",60.60%
TX,Wood,1,"15,762",37.60%
TX,Wood,5,"26,202",62.40%
TX,Yoakum,19,"7,879",100.00%
TX,Young,19,"18,550",100.00%
TX,Zapata,28,"14,018",100.00%
TX,Zavala,23,"11,677",100.00%
UT,Beaver,2,"6,629",100.00%
UT,Box Elder,1,"49,975",100.00%
UT,Cache,1,"112,656",100.00%
UT,Carbon,3,"21,403",100.00%
UT,Daggett,1,"1,059",100.00%
UT,Davis,1,"196,793",64.20%
UT,Davis,2,"109,686",35.80%
UT,Duchesne,1,"18,607",100.00%
UT,Emery,3,"10,976",100.00%
UT,Garfield,2,"5,172",100.00%
UT,Grand,3,"9,225",100.00%
UT,Iron,2,"46,163",100.00%
UT,Juab,2,880,8.60%
UT,Juab,4,"9,366",91.40%
UT,Kane,2,"7,125",100.00%
UT,Millard,2,"12,503",100.00%
UT,Morgan,1,"9,469",100.00%
UT,Piute,2,"1,556",100.00%
UT,Rich,1,"2,264",100.00%
UT,Salt Lake,2,"264,896",25.70%
UT,Salt Lake,3,"177,165",17.20%
UT,Salt Lake,4,"587,594",57.10%
UT,San Juan,3,"14,746",100.00%
UT,Sanpete,2,"16,448",59.10%
UT,Sanpete,4,"11,374",40.90%
UT,Sevier,2,"20,802",100.00%
UT,Summit,1,"36,324",100.00%
UT,Tooele,2,"58,218",100.00%
UT,Uintah,1,"32,588",100.00%
UT,Utah,3,"433,927",84.00%
UT,Utah,4,"82,637",16.00%
UT,Wasatch,3,"23,530",100.00%
UT,Washington,2,"138,115",100.00%
UT,Wayne,2,"2,778",100.00%
UT,Weber,1,"231,236",100.00%
VA,Accomack,2,"33,164",100.00%
VA,Albemarle,5,"98,970",100.00%
VA,Alleghany,9,"16,250",100.00%
VA,Amelia,7,"12,690",100.00%
VA,Amherst,6,"32,353",100.00%
VA,Appomattox,5,"14,973",100.00%
VA,Arlington,8,"207,627",100.00%
VA,Augusta,6,"73,750",100.00%
VA,Bath,6,"4,731",100.00%
VA,Bedford,5,"45,209",60.40%
VA,Bedford,6,"29,689",39.60%
VA,Bland,9,"6,824",100.00%
VA,Botetourt,6,"33,148",100.00%
VA,Brunswick,5,"17,434",100.00%
VA,Buchanan,9,"24,098",100.00%
VA,Buckingham,5,"17,146",100.00%
VA,Campbell,5,"54,842",100.00%
VA,Caroline,1,"28,545",100.00%
VA,Carroll,9,"30,042",100.00%
VA,Charles City,4,"7,256",100.00%
VA,Charlotte,5,"12,586",100.00%
VA,Chesterfield,4,"95,473",30.20%
VA,Chesterfield,7,"220,763",69.80%
VA,Clarke,10,"14,034",100.00%
VA,Craig,9,"5,190",100.00%
VA,Culpeper,7,"46,689",100.00%
VA,Cumberland,5,"10,052",100.00%
VA,Dickenson,9,"15,903",100.00%
VA,Dinwiddie,4,"28,001",100.00%
VA,Essex,1,"11,151",100.00%
VA,Fairfax,8,"367,441",34.00%
VA,Fairfax,10,"186,406",17.20%
VA,Fairfax,11,"527,879",48.80%
VA,Fauquier,1,"14,762",22.60%
VA,Fauquier,5,"50,441",77.40%
VA,Floyd,9,"15,279",100.00%
VA,Fluvanna,5,"25,691",100.00%
VA,Franklin,5,"56,159",100.00%
VA,Frederick,10,"78,305",100.00%
VA,Giles,9,"17,286",100.00%
VA,Gloucester,1,"36,858",100.00%
VA,Goochland,7,"21,717",100.00%
VA,Grayson,9,"15,533",100.00%
VA,Greene,5,"18,403",100.00%
VA,Greensville,4,"12,243",100.00%
VA,Halifax,5,"36,241",100.00%
VA,Hanover,1,"99,863",100.00%
VA,Henrico,4,"84,198",27.40%
VA,Henrico,7,"222,737",72.60%
VA,Henry,5,"14,472",26.70%
VA,Henry,9,"39,679",73.30%
VA,Highland,6,"2,321",100.00%
VA,Isle of Wight,3,"35,270",100.00%
VA,James City,1,"50,453",75.30%
VA,James City,2,"16,556",24.70%
VA,King and Queen,1,"6,945",100.00%
VA,King George,1,"23,584",100.00%
VA,King William,1,"15,935",100.00%
VA,Lancaster,1,"11,391",100.00%
VA,Lee,9,"25,587",100.00%
VA,Loudoun,10,"312,311",100.00%
VA,Louisa,7,"33,153",100.00%
VA,Lunenburg,5,"12,914",100.00%
VA,Madison,5,"13,308",100.00%
VA,Mathews,1,"8,978",100.00%
VA,Mecklenburg,5,"32,727",100.00%
VA,Middlesex,1,"10,959",100.00%
VA,Montgomery,9,"94,392",100.00%
VA,Nelson,5,"15,020",100.00%
VA,New Kent,1,"18,429",100.00%
VA,Northampton,2,"12,389",100.00%
VA,Northumberland,1,"12,330",100.00%
VA,Nottoway,7,"15,853",100.00%
VA,Orange,7,"33,481",100.00%
VA,Page,6,"24,042",100.00%
VA,Patrick,9,"18,490",100.00%
VA,Pittsylvania,5,"63,506",100.00%
VA,Powhatan,7,"28,046",100.00%
VA,Prince Edward,5,"23,368",100.00%
VA,Prince George,4,"35,725",100.00%
VA,Prince William,1,"167,068",41.60%
VA,Prince William,10,"58,012",14.40%
VA,Prince William,11,"176,922",44.00%
VA,Pulaski,9,"34,872",100.00%
VA,Rappahannock,5,"7,373",100.00%
VA,Richmond,1,"9,254",100.00%
VA,Roanoke,6,"69,185",74.90%
VA,Roanoke,9,"23,191",25.10%
VA,Rockbridge,6,"22,307",100.00%
VA,Rockingham,6,"76,314",100.00%
VA,Russell,9,"28,897",100.00%
VA,Scott,9,"23,177",100.00%
VA,Shenandoah,6,"41,993",100.00%
VA,Smyth,9,"32,208",100.00%
VA,Southampton,4,"18,570",100.00%
VA,Spotsylvania,1,"30,160",24.60%
VA,Spotsylvania,7,"92,237",75.40%
VA,Stafford,1,"128,961",100.00%
VA,Surry,4,"7,058",100.00%
